"latlon_1","latlon_2","minutes","metres"
"52.202987,0.138925","52.199286,0.139698",10.1,835
"52.207449,0.122878","52.221817,0.118453",30.3,2420
"52.207449,0.122878","52.215658,0.116916",16.9,1379
"52.207449,0.122878","52.20279,0.123446",8.9,715
"52.207449,0.122878","52.210305,0.144955",23.6,1929
"52.207449,0.122878","52.212441,0.112782",13.4,1060
"52.207449,0.122878","52.204852,0.1402",18.1,1468
"52.207449,0.122878","52.2047,0.133197",12.2,1000
"52.207449,0.122878","52.204115,0.11827",7.3,595
"52.207449,0.122878","52.205447,0.128666",6.4,529
"52.207449,0.122878","52.197151,0.12947",17.1,1389
"52.207449,0.122878","52.200312,0.148074",30.3,2484
"52.207449,0.122878","52.194151,0.131287",21.9,1780
"52.207449,0.122878","52.20174,0.124801",9.6,771
"52.207449,0.122878","52.202564,0.141934",21.4,1744
"52.207449,0.122878","52.2281,0.145945",40.1,3246
"52.207449,0.122878","52.200081,0.113542",15.2,1265
"52.207449,0.122878","52.215347,0.110694",18.5,1448
"52.207449,0.122878","52.19519,0.131527",20.5,1666
"52.207449,0.122878","52.175104,0.112942",50.7,4131
"52.207449,0.122878","52.209395,0.118653",6.8,561
"52.207449,0.122878","52.207357,0.129475",6.5,515
"52.207449,0.122878","52.188419,0.152841",45.1,3711
"52.207449,0.122878","52.201476,0.116505",11.7,977
"52.207449,0.122878","52.222428,0.135906",29.4,2359
"52.207449,0.122878","52.209025,0.118255",6.8,561
"52.207449,0.122878","52.214511,0.124679",14,1136
"52.207449,0.122878","52.210943,0.112564",12.2,1006
"52.207449,0.122878","52.188744,0.138899",31.7,2576
"52.207449,0.122878","52.187377,0.147348",38.5,3171
"52.207449,0.122878","52.229653,0.127701",41.4,3338
"52.207449,0.122878","52.205707,0.134211",10.9,892
"52.207449,0.122878","52.197912,0.123667",16.3,1337
"52.207449,0.122878","52.204654,0.13277",12,987
"52.207449,0.122878","52.213738,0.124159",14.4,1171
"52.207449,0.122878","52.199286,0.139698",20.5,1673
"52.221817,0.118453","52.215658,0.116916",13.1,1074
"52.221817,0.118453","52.20279,0.123446",35,2853
"52.221817,0.118453","52.210305,0.144955",38.5,3162
"52.221817,0.118453","52.212441,0.112782",17.9,1443
"52.221817,0.118453","52.204852,0.1402",37.8,3053
"52.221817,0.118453","52.2047,0.133197",33.9,2743
"52.221817,0.118453","52.204115,0.11827",32.2,2634
"52.221817,0.118453","52.205447,0.128666",29.9,2419
"52.221817,0.118453","52.197151,0.12947",43.2,3527
"52.221817,0.118453","52.200312,0.148074",53.4,4316
"52.221817,0.118453","52.194151,0.131287",48,3918
"52.221817,0.118453","52.20174,0.124801",35.7,2909
"52.221817,0.118453","52.202564,0.141934",42.3,3427
"52.221817,0.118453","52.2281,0.145945",31.9,2631
"52.221817,0.118453","52.200081,0.113542",36.5,3000
"52.221817,0.118453","52.215347,0.110694",18.8,1541
"52.221817,0.118453","52.19519,0.131527",46.6,3805
"52.221817,0.118453","52.175104,0.112942",74.3,6058
"52.221817,0.118453","52.209395,0.118653",23.3,1925
"52.221817,0.118453","52.207357,0.129475",27.2,2198
"52.221817,0.118453","52.188419,0.152841",68.6,5628
"52.221817,0.118453","52.201476,0.116505",35.3,2904
"52.221817,0.118453","52.222428,0.135906",23.3,1944
"52.221817,0.118453","52.209025,0.118255",24.3,1993
"52.221817,0.118453","52.214511,0.124679",15.9,1332
"52.221817,0.118453","52.210943,0.112564",20.3,1663
"52.221817,0.118453","52.188744,0.138899",57.8,4714
"52.221817,0.118453","52.187377,0.147348",64.6,5310
"52.221817,0.118453","52.229653,0.127701",15.2,1242
"52.221817,0.118453","52.205707,0.134211",32.6,2635
"52.221817,0.118453","52.197912,0.123667",41.8,3414
"52.221817,0.118453","52.204654,0.13277",33.7,2730
"52.221817,0.118453","52.213738,0.124159",17.2,1421
"52.221817,0.118453","52.199286,0.139698",44.7,3625
"52.215658,0.116916","52.20279,0.123446",22.9,1872
"52.215658,0.116916","52.210305,0.144955",30.5,2482
"52.215658,0.116916","52.212441,0.112782",6.5,513
"52.215658,0.116916","52.204852,0.1402",29.1,2331
"52.215658,0.116916","52.2047,0.133197",25.2,2022
"52.215658,0.116916","52.204115,0.11827",20.1,1653
"52.215658,0.116916","52.205447,0.128666",21.1,1697
"52.215658,0.116916","52.197151,0.12947",31.1,2547
"52.215658,0.116916","52.200312,0.148074",44.7,3595
"52.215658,0.116916","52.194151,0.131287",35.8,2937
"52.215658,0.116916","52.20174,0.124801",23.5,1928
"52.215658,0.116916","52.202564,0.141934",33.6,2705
"52.215658,0.116916","52.2281,0.145945",33.3,2720
"52.215658,0.116916","52.200081,0.113542",25.1,2070
"52.215658,0.116916","52.215347,0.110694",7,543
"52.215658,0.116916","52.19519,0.131527",34.5,2824
"52.215658,0.116916","52.175104,0.112942",62.1,5077
"52.215658,0.116916","52.209395,0.118653",11,913
"52.215658,0.116916","52.207357,0.129475",18.5,1477
"52.215658,0.116916","52.188419,0.152841",59.1,4869
"52.215658,0.116916","52.201476,0.116505",23.1,1923
"52.215658,0.116916","52.222428,0.135906",22.6,1833
"52.215658,0.116916","52.209025,0.118255",11.6,961
"52.215658,0.116916","52.214511,0.124679",6.7,563
"52.215658,0.116916","52.210943,0.112564",8.9,733
"52.215658,0.116916","52.188744,0.138899",45.6,3733
"52.215658,0.116916","52.187377,0.147348",52.5,4329
"52.215658,0.116916","52.229653,0.127701",24.4,1984
"52.215658,0.116916","52.205707,0.134211",23.9,1913
"52.215658,0.116916","52.197912,0.123667",29.6,2433
"52.215658,0.116916","52.204654,0.13277",25,2008
"52.215658,0.116916","52.213738,0.124159",6.6,550
"52.215658,0.116916","52.199286,0.139698",36,2903
"52.20279,0.123446","52.210305,0.144955",28.8,2391
"52.20279,0.123446","52.212441,0.112782",17.4,1410
"52.20279,0.123446","52.204852,0.1402",20.8,1728
"52.20279,0.123446","52.2047,0.133197",13.3,1111
"52.20279,0.123446","52.204115,0.11827",5.3,451
"52.20279,0.123446","52.205447,0.128666",9.6,809
"52.20279,0.123446","52.197151,0.12947",12.1,999
"52.20279,0.123446","52.200312,0.148074",28.3,2341
"52.20279,0.123446","52.194151,0.131287",16.9,1389
"52.20279,0.123446","52.20174,0.124801",4.6,380
"52.20279,0.123446","52.202564,0.141934",23.5,1948
"52.20279,0.123446","52.2281,0.145945",45.6,3729
"52.20279,0.123446","52.200081,0.113542",11,934
"52.20279,0.123446","52.215347,0.110694",22.5,1798
"52.20279,0.123446","52.19519,0.131527",15.5,1276
"52.20279,0.123446","52.175104,0.112942",42.5,3476
"52.20279,0.123446","52.209395,0.118653",11.3,959
"52.20279,0.123446","52.207357,0.129475",10.6,906
"52.20279,0.123446","52.188419,0.152841",40.1,3321
"52.20279,0.123446","52.201476,0.116505",6.2,532
"52.20279,0.123446","52.222428,0.135906",34.9,2842
"52.20279,0.123446","52.209025,0.118255",10.8,911
"52.20279,0.123446","52.214511,0.124679",19.6,1619
"52.20279,0.123446","52.210943,0.112564",16.2,1356
"52.20279,0.123446","52.188744,0.138899",26.7,2185
"52.20279,0.123446","52.20279,0.123446",0,0
"52.20279,0.123446","52.187377,0.147348",33.5,2781
"52.20279,0.123446","52.229653,0.127701",46.9,3821
"52.20279,0.123446","52.205707,0.134211",13.9,1161
"52.20279,0.123446","52.197912,0.123667",7.9,671
"52.20279,0.123446","52.204654,0.13277",14.9,1256
"52.20279,0.123446","52.213738,0.124159",19.9,1655
"52.20279,0.123446","52.199286,0.139698",18.6,1530
"52.210305,0.144955","52.212441,0.112782",34.7,2834
"52.210305,0.144955","52.204852,0.1402",14.8,1197
"52.210305,0.144955","52.2047,0.133197",17.5,1415
"52.210305,0.144955","52.204115,0.11827",30.9,2524
"52.210305,0.144955","52.205447,0.128666",21.9,1806
"52.210305,0.144955","52.197151,0.12947",30.1,2426
"52.210305,0.144955","52.200312,0.148074",21.8,1756
"52.210305,0.144955","52.194151,0.131287",34.8,2816
"52.210305,0.144955","52.20174,0.124801",26.7,2154
"52.210305,0.144955","52.202564,0.141934",17.4,1391
"52.210305,0.144955","52.2281,0.145945",30.5,2501
"52.210305,0.144955","52.200081,0.113542",38.4,3160
"52.210305,0.144955","52.215347,0.110694",37.8,3025
"52.210305,0.144955","52.19519,0.131527",33.4,2703
"52.210305,0.144955","52.175104,0.112942",64.8,5277
"52.210305,0.144955","52.209395,0.118653",27.4,2269
"52.210305,0.144955","52.207357,0.129475",19.2,1585
"52.210305,0.144955","52.188419,0.152841",40.4,3281
"52.210305,0.144955","52.201476,0.116505",33.6,2757
"52.210305,0.144955","52.222428,0.135906",23.2,1909
"52.210305,0.144955","52.209025,0.118255",28,2317
"52.210305,0.144955","52.214511,0.124679",23.5,1919
"52.210305,0.144955","52.210943,0.112564",33.7,2780
"52.210305,0.144955","52.188744,0.138899",39.6,3213
"52.210305,0.144955","52.20279,0.123446",29.4,2391
"52.210305,0.144955","52.187377,0.147348",42.4,3468
"52.210305,0.144955","52.229653,0.127701",35.4,2888
"52.210305,0.144955","52.205707,0.134211",17.4,1376
"52.210305,0.144955","52.197912,0.123667",30.1,2436
"52.210305,0.144955","52.204654,0.13277",19.1,1535
"52.210305,0.144955","52.213738,0.124159",23.8,1955
"52.210305,0.144955","52.199286,0.139698",23.6,1912
"52.210305,0.144955","52.210305,0.144955",0,0
"52.212441,0.112782","52.204852,0.1402",30.5,2492
"52.212441,0.112782","52.2047,0.133197",23.8,1968
"52.212441,0.112782","52.204115,0.11827",14.3,1191
"52.212441,0.112782","52.205447,0.128666",19.1,1594
"52.212441,0.112782","52.197151,0.12947",25.3,2085
"52.212441,0.112782","52.200312,0.148074",41.5,3427
"52.212441,0.112782","52.194151,0.131287",30.1,2475
"52.212441,0.112782","52.20174,0.124801",17.8,1466
"52.212441,0.112782","52.202564,0.141934",33,2712
"52.212441,0.112782","52.2281,0.145945",39.3,3213
"52.212441,0.112782","52.200081,0.113542",18.6,1558
"52.212441,0.112782","52.215347,0.110694",5.1,388
"52.212441,0.112782","52.19519,0.131527",28.7,2362
"52.212441,0.112782","52.175104,0.112942",56.4,4615
"52.212441,0.112782","52.209395,0.118653",7,598
"52.212441,0.112782","52.207357,0.129475",17.9,1473
"52.212441,0.112782","52.188419,0.152841",53.3,4407
"52.212441,0.112782","52.201476,0.116505",17.4,1461
"52.212441,0.112782","52.222428,0.135906",28.6,2326
"52.212441,0.112782","52.209025,0.118255",6.4,550
"52.212441,0.112782","52.214511,0.124679",12.7,1056
"52.212441,0.112782","52.210943,0.112564",2.4,220
"52.212441,0.112782","52.188744,0.138899",39.9,3271
"52.212441,0.112782","52.20279,0.123446",17.1,1410
"52.212441,0.112782","52.187377,0.147348",46.7,3867
"52.212441,0.112782","52.229653,0.127701",29,2352
"52.212441,0.112782","52.205707,0.134211",22.5,1860
"52.212441,0.112782","52.197912,0.123667",23.9,1971
"52.212441,0.112782","52.204654,0.13277",23.5,1955
"52.212441,0.112782","52.213738,0.124159",11.4,967
"52.212441,0.112782","52.199286,0.139698",31.7,2616
"52.212441,0.112782","52.210305,0.144955",34,2834
"52.204852,0.1402","52.2047,0.133197",7.5,617
"52.204852,0.1402","52.204115,0.11827",23.1,1882
"52.204852,0.1402","52.205447,0.128666",12.7,1040
"52.204852,0.1402","52.197151,0.12947",17.8,1455
"52.204852,0.1402","52.200312,0.148074",18.5,1526
"52.204852,0.1402","52.194151,0.131287",20.6,1689
"52.204852,0.1402","52.20174,0.124801",16.7,1355
"52.204852,0.1402","52.202564,0.141934",5.1,421
"52.204852,0.1402","52.2281,0.145945",39.4,3189
"52.204852,0.1402","52.200081,0.113542",30.2,2496
"52.204852,0.1402","52.215347,0.110694",36.1,2874
"52.204852,0.1402","52.19519,0.131527",18.7,1540
"52.204852,0.1402","52.175104,0.112942",52.8,4326
"52.204852,0.1402","52.209395,0.118653",24.1,1959
"52.204852,0.1402","52.207357,0.129475",12.9,1047
"52.204852,0.1402","52.188419,0.152841",32.6,2719
"52.204852,0.1402","52.201476,0.116505",25.4,2093
"52.204852,0.1402","52.222428,0.135906",28.7,2302
"52.204852,0.1402","52.209025,0.118255",24.5,1993
"52.204852,0.1402","52.214511,0.124679",21.8,1768
"52.204852,0.1402","52.210943,0.112564",30,2438
"52.204852,0.1402","52.188744,0.138899",24.8,2039
"52.204852,0.1402","52.20279,0.123446",21.2,1728
"52.204852,0.1402","52.187377,0.147348",30.6,2543
"52.204852,0.1402","52.229653,0.127701",40.6,3281
"52.204852,0.1402","52.205707,0.134211",8,623
"52.204852,0.1402","52.197912,0.123667",20.1,1637
"52.204852,0.1402","52.204654,0.13277",9.3,742
"52.204852,0.1402","52.213738,0.124159",22.1,1804
"52.204852,0.1402","52.199286,0.139698",8.8,715
"52.204852,0.1402","52.210305,0.144955",14.6,1197
"52.2047,0.133197","52.204115,0.11827",17,1395
"52.2047,0.133197","52.205447,0.128666",5.1,423
"52.2047,0.133197","52.197151,0.12947",12.5,1010
"52.2047,0.133197","52.200312,0.148074",21.4,1759
"52.2047,0.133197","52.194151,0.131287",17.3,1401
"52.2047,0.133197","52.20174,0.124801",9.2,738
"52.2047,0.133197","52.202564,0.141934",10.9,893
"52.2047,0.133197","52.2281,0.145945",39.9,3230
"52.2047,0.133197","52.200081,0.113542",22.6,1879
"52.2047,0.133197","52.215347,0.110694",29.6,2356
"52.2047,0.133197","52.19519,0.131527",15.9,1288
"52.2047,0.133197","52.175104,0.112942",47.2,3862
"52.2047,0.133197","52.209395,0.118653",17.4,1435
"52.2047,0.133197","52.207357,0.129475",7,580
"52.2047,0.133197","52.188419,0.152841",35.5,2952
"52.2047,0.133197","52.201476,0.116505",17.8,1477
"52.2047,0.133197","52.222428,0.135906",29.2,2344
"52.2047,0.133197","52.209025,0.118255",17.9,1469
"52.2047,0.133197","52.214511,0.124679",18,1459
"52.2047,0.133197","52.210943,0.112564",23.4,1914
"52.2047,0.133197","52.188744,0.138899",27.1,2197
"52.2047,0.133197","52.20279,0.123446",13.7,1111
"52.2047,0.133197","52.187377,0.147348",33.5,2776
"52.2047,0.133197","52.229653,0.127701",41.2,3322
"52.2047,0.133197","52.205707,0.134211",2.1,155
"52.2047,0.133197","52.197912,0.123667",12.6,1020
"52.2047,0.133197","52.204654,0.13277",3,240
"52.2047,0.133197","52.213738,0.124159",18.4,1494
"52.2047,0.133197","52.199286,0.139698",11.7,949
"52.2047,0.133197","52.210305,0.144955",17.4,1415
"52.205447,0.128666","52.197151,0.12947",13.1,1064
"52.205447,0.128666","52.200312,0.148074",24.5,2006
"52.205447,0.128666","52.194151,0.131287",17.9,1455
"52.205447,0.128666","52.20174,0.124801",6.4,510
"52.205447,0.128666","52.202564,0.141934",16.1,1317
"52.205447,0.128666","52.2281,0.145945",40,3244
"52.205447,0.128666","52.200081,0.113542",18.9,1577
"52.205447,0.128666","52.215347,0.110694",24.9,1982
"52.205447,0.128666","52.19519,0.131527",16.5,1341
"52.205447,0.128666","52.175104,0.112942",47.8,3915
"52.205447,0.128666","52.209395,0.118653",12.8,1061
"52.205447,0.128666","52.207357,0.129475",3,256
"52.205447,0.128666","52.188419,0.152841",38.6,3199
"52.205447,0.128666","52.201476,0.116505",14.1,1175
"52.205447,0.128666","52.222428,0.135906",29.3,2357
"52.205447,0.128666","52.209025,0.118255",13.2,1095
"52.205447,0.128666","52.214511,0.124679",14,1135
"52.205447,0.128666","52.210943,0.112564",18.7,1540
"52.205447,0.128666","52.188744,0.138899",27.7,2250
"52.205447,0.128666","52.20279,0.123446",10,809
"52.205447,0.128666","52.187377,0.147348",34.5,2846
"52.205447,0.128666","52.229653,0.127701",41.3,3336
"52.205447,0.128666","52.205707,0.134211",6.3,513
"52.205447,0.128666","52.197912,0.123667",13.2,1074
"52.205447,0.128666","52.204654,0.13277",5.9,489
"52.205447,0.128666","52.213738,0.124159",14.3,1170
"52.205447,0.128666","52.199286,0.139698",14.7,1195
"52.205447,0.128666","52.210305,0.144955",21.8,1806
"52.197151,0.12947","52.200312,0.148074",22.1,1822
"52.197151,0.12947","52.194151,0.131287",5.1,409
"52.197151,0.12947","52.20174,0.124801",7.8,613
"52.197151,0.12947","52.202564,0.141934",17.3,1429
"52.197151,0.12947","52.2281,0.145945",52.5,4245
"52.197151,0.12947","52.200081,0.113542",17.4,1408
"52.197151,0.12947","52.215347,0.110694",30.9,2467
"52.197151,0.12947","52.19519,0.131527",3.7,296
"52.197151,0.12947","52.175104,0.112942",37.7,3097
"52.197151,0.12947","52.209395,0.118653",19.8,1628
"52.197151,0.12947","52.207357,0.129475",16,1310
"52.197151,0.12947","52.188419,0.152841",28.3,2341
"52.197151,0.12947","52.201476,0.116505",16.2,1318
"52.197151,0.12947","52.222428,0.135906",41.8,3358
"52.197151,0.12947","52.209025,0.118255",19.2,1580
"52.197151,0.12947","52.214511,0.124679",26.9,2188
"52.197151,0.12947","52.210943,0.112564",24.7,2025
"52.197151,0.12947","52.188744,0.138899",14.8,1205
"52.197151,0.12947","52.20279,0.123446",12.4,993
"52.197151,0.12947","52.187377,0.147348",21.7,1801
"52.197151,0.12947","52.229653,0.127701",53.8,4337
"52.197151,0.12947","52.205707,0.134211",14.7,1170
"52.197151,0.12947","52.197912,0.123667",7.2,579
"52.197151,0.12947","52.204654,0.13277",14.6,1179
"52.197151,0.12947","52.213738,0.124159",27.3,2224
"52.197151,0.12947","52.199286,0.139698",12.4,1011
"52.197151,0.12947","52.210305,0.144955",29.9,2430
"52.200312,0.148074","52.194151,0.131287",23.9,1968
"52.200312,0.148074","52.20174,0.124801",24,1968
"52.200312,0.148074","52.202564,0.141934",16.5,1363
"52.200312,0.148074","52.2281,0.145945",48.1,3939
"52.200312,0.148074","52.200081,0.113542",37.5,3109
"52.200312,0.148074","52.215347,0.110694",47.1,3815
"52.200312,0.148074","52.19519,0.131527",22,1818
"52.200312,0.148074","52.175104,0.112942",55.1,4527
"52.200312,0.148074","52.209395,0.118653",35.9,2976
"52.200312,0.148074","52.207357,0.129475",27.3,2273
"52.200312,0.148074","52.188419,0.152841",22.6,1884
"52.200312,0.148074","52.201476,0.116505",32.7,2706
"52.200312,0.148074","52.222428,0.135906",40.9,3348
"52.200312,0.148074","52.209025,0.118255",35.4,2928
"52.200312,0.148074","52.214511,0.124679",37.3,3032
"52.200312,0.148074","52.210943,0.112564",40.9,3372
"52.200312,0.148074","52.188744,0.138899",20.2,1657
"52.200312,0.148074","52.20279,0.123446",28.5,2341
"52.200312,0.148074","52.187377,0.147348",20.6,1709
"52.200312,0.148074","52.229653,0.127701",53.1,4327
"52.200312,0.148074","52.205707,0.134211",23.3,1915
"52.200312,0.148074","52.197912,0.123667",27.1,2230
"52.200312,0.148074","52.204654,0.13277",23.2,1923
"52.200312,0.148074","52.213738,0.124159",37.6,3068
"52.200312,0.148074","52.199286,0.139698",10.5,858
"52.200312,0.148074","52.210305,0.144955",21.5,1756
"52.194151,0.131287","52.20174,0.124801",12.3,1004
"52.194151,0.131287","52.202564,0.141934",19,1575
"52.194151,0.131287","52.2281,0.145945",57,4636
"52.194151,0.131287","52.200081,0.113542",21.6,1774
"52.194151,0.131287","52.215347,0.110694",35.5,2858
"52.194151,0.131287","52.19519,0.131527",1.8,149
"52.194151,0.131287","52.175104,0.112942",36.6,3005
"52.194151,0.131287","52.209395,0.118653",24.3,2019
"52.194151,0.131287","52.207357,0.129475",20.6,1700
"52.194151,0.131287","52.188419,0.152841",24.6,2038
"52.194151,0.131287","52.201476,0.116505",20.8,1709
"52.194151,0.131287","52.222428,0.135906",46.4,3749
"52.194151,0.131287","52.209025,0.118255",23.8,1971
"52.194151,0.131287","52.214511,0.124679",31.5,2579
"52.194151,0.131287","52.210943,0.112564",29.3,2416
"52.194151,0.131287","52.188744,0.138899",11.1,902
"52.194151,0.131287","52.20279,0.123446",16.9,1384
"52.194151,0.131287","52.187377,0.147348",18,1498
"52.194151,0.131287","52.229653,0.127701",58.3,4728
"52.194151,0.131287","52.205707,0.134211",19.3,1561
"52.194151,0.131287","52.197912,0.123667",11.7,969
"52.194151,0.131287","52.204654,0.13277",19.2,1569
"52.194151,0.131287","52.213738,0.124159",31.9,2615
"52.194151,0.131287","52.199286,0.139698",14,1157
"52.194151,0.131287","52.210305,0.144955",34.5,2821
"52.20174,0.124801","52.202564,0.141934",19,1575
"52.20174,0.124801","52.2281,0.145945",45.8,3739
"52.20174,0.124801","52.200081,0.113542",13.6,1148
"52.20174,0.124801","52.215347,0.110694",23.1,1854
"52.20174,0.124801","52.19519,0.131527",10.9,896
"52.20174,0.124801","52.175104,0.112942",42,3460
"52.20174,0.124801","52.209395,0.118653",12,1015
"52.20174,0.124801","52.207357,0.129475",8.7,750
"52.20174,0.124801","52.188419,0.152841",35.6,2941
"52.20174,0.124801","52.201476,0.116505",8.7,746
"52.20174,0.124801","52.222428,0.135906",35.1,2852
"52.20174,0.124801","52.209025,0.118255",11.4,967
"52.20174,0.124801","52.214511,0.124679",19.7,1629
"52.20174,0.124801","52.210943,0.112564",16.9,1412
"52.20174,0.124801","52.188744,0.138899",22.1,1805
"52.20174,0.124801","52.20279,0.123446",4.6,380
"52.20174,0.124801","52.187377,0.147348",28.9,2401
"52.20174,0.124801","52.229653,0.127701",47,3831
"52.20174,0.124801","52.205707,0.134211",10.9,894
"52.20174,0.124801","52.197912,0.123667",7.4,618
"52.20174,0.124801","52.204654,0.13277",10.8,902
"52.20174,0.124801","52.213738,0.124159",20.1,1665
"52.20174,0.124801","52.199286,0.139698",14.1,1157
"52.20174,0.124801","52.210305,0.144955",26.2,2154
"52.202564,0.141934","52.2281,0.145945",43.6,3528
"52.202564,0.141934","52.200081,0.113542",32.7,2716
"52.202564,0.141934","52.215347,0.110694",38.7,3100
"52.202564,0.141934","52.19519,0.131527",17.2,1425
"52.202564,0.141934","52.175104,0.112942",50.8,4163
"52.202564,0.141934","52.209395,0.118653",26.5,2179
"52.202564,0.141934","52.207357,0.129475",16.2,1324
"52.202564,0.141934","52.188419,0.152841",30.6,2556
"52.202564,0.141934","52.201476,0.116505",27.9,2313
"52.202564,0.141934","52.222428,0.135906",33,2642
"52.202564,0.141934","52.209025,0.118255",27,2213
"52.202564,0.141934","52.214511,0.124679",26.3,2142
"52.202564,0.141934","52.210943,0.112564",32.5,2658
"52.202564,0.141934","52.188744,0.138899",22.8,1875
"52.202564,0.141934","52.20279,0.123446",23.8,1948
"52.202564,0.141934","52.187377,0.147348",28.5,2380
"52.202564,0.141934","52.229653,0.127701",45,3620
"52.202564,0.141934","52.205707,0.134211",11.3,899
"52.202564,0.141934","52.197912,0.123667",22.3,1836
"52.202564,0.141934","52.204654,0.13277",12.6,1019
"52.202564,0.141934","52.213738,0.124159",26.6,2178
"52.202564,0.141934","52.199286,0.139698",6.8,552
"52.202564,0.141934","52.210305,0.144955",17.1,1391
"52.2281,0.145945","52.200081,0.113542",53.8,4361
"52.2281,0.145945","52.215347,0.110694",40.9,3263
"52.2281,0.145945","52.19519,0.131527",56.4,4516
"52.2281,0.145945","52.175104,0.112942",87.7,7090
"52.2281,0.145945","52.209395,0.118653",36.9,2969
"52.2281,0.145945","52.207357,0.129475",37.8,3024
"52.2281,0.145945","52.188419,0.152841",67.2,5464
"52.2281,0.145945","52.201476,0.116505",49,3979
"52.2281,0.145945","52.222428,0.135906",11.6,938
"52.2281,0.145945","52.209025,0.118255",37.5,3017
"52.2281,0.145945","52.214511,0.124679",26.6,2157
"52.2281,0.145945","52.210943,0.112564",39.3,3159
"52.2281,0.145945","52.188744,0.138899",64.7,5228
"52.2281,0.145945","52.20279,0.123446",46.3,3711
"52.2281,0.145945","52.187377,0.147348",69.2,5651
"52.2281,0.145945","52.229653,0.127701",21.4,1715
"52.2281,0.145945","52.205707,0.134211",40.3,3220
"52.2281,0.145945","52.197912,0.123667",53.1,4249
"52.2281,0.145945","52.204654,0.13277",42,3373
"52.2281,0.145945","52.213738,0.124159",27.8,2246
"52.2281,0.145945","52.199286,0.139698",48.6,3904
"52.2281,0.145945","52.210305,0.144955",30.7,2501
"52.200081,0.113542","52.215347,0.110694",24.1,1893
"52.200081,0.113542","52.19519,0.131527",20.8,1660
"52.200081,0.113542","52.175104,0.112942",40.8,3327
"52.200081,0.113542","52.209395,0.118653",15.7,1298
"52.200081,0.113542","52.207357,0.129475",20.3,1674
"52.200081,0.113542","52.188419,0.152841",45.4,3710
"52.200081,0.113542","52.201476,0.116505",5,411
"52.200081,0.113542","52.222428,0.135906",41.7,3380
"52.200081,0.113542","52.209025,0.118255",15.2,1250
"52.200081,0.113542","52.214511,0.124679",25.8,2110
"52.200081,0.113542","52.210943,0.112564",16.5,1338
"52.200081,0.113542","52.188744,0.138899",31.9,2575
"52.200081,0.113542","52.20279,0.123446",11.7,934
"52.200081,0.113542","52.187377,0.147348",38.7,3170
"52.200081,0.113542","52.229653,0.127701",48.6,3910
"52.200081,0.113542","52.205707,0.134211",23.6,1929
"52.200081,0.113542","52.197912,0.123667",12,921
"52.200081,0.113542","52.204654,0.13277",24.6,2024
"52.200081,0.113542","52.213738,0.124159",24.5,2021
"52.200081,0.113542","52.199286,0.139698",28.2,2298
"52.200081,0.113542","52.210305,0.144955",38.5,3160
"52.215347,0.110694","52.19519,0.131527",33.8,2750
"52.215347,0.110694","52.175104,0.112942",61.4,5003
"52.215347,0.110694","52.209395,0.118653",12,986
"52.215347,0.110694","52.207357,0.129475",22.9,1861
"52.215347,0.110694","52.188419,0.152841",58.4,4795
"52.215347,0.110694","52.201476,0.116505",22.4,1849
"52.215347,0.110694","52.222428,0.135906",29.2,2376
"52.215347,0.110694","52.209025,0.118255",11.5,938
"52.215347,0.110694","52.214511,0.124679",13.2,1105
"52.215347,0.110694","52.210943,0.112564",7.2,583
"52.215347,0.110694","52.188744,0.138899",44.9,3659
"52.215347,0.110694","52.20279,0.123446",22.1,1798
"52.215347,0.110694","52.187377,0.147348",51.8,4255
"52.215347,0.110694","52.229653,0.127701",28.8,2362
"52.215347,0.110694","52.205707,0.134211",27.5,2248
"52.215347,0.110694","52.197912,0.123667",28.9,2359
"52.215347,0.110694","52.204654,0.13277",28.6,2343
"52.215347,0.110694","52.213738,0.124159",13.2,1093
"52.215347,0.110694","52.199286,0.139698",36.8,3004
"52.215347,0.110694","52.210305,0.144955",37.1,3025
"52.19519,0.131527","52.175104,0.112942",37.1,3047
"52.19519,0.131527","52.209395,0.118653",23,1905
"52.19519,0.131527","52.207357,0.129475",19.2,1587
"52.19519,0.131527","52.188419,0.152841",25.1,2081
"52.19519,0.131527","52.201476,0.116505",19.5,1595
"52.19519,0.131527","52.222428,0.135906",45,3636
"52.19519,0.131527","52.209025,0.118255",22.4,1857
"52.19519,0.131527","52.214511,0.124679",30.2,2466
"52.19519,0.131527","52.210943,0.112564",27.9,2302
"52.19519,0.131527","52.188744,0.138899",11.7,945
"52.19519,0.131527","52.20279,0.123446",15.6,1270
"52.19519,0.131527","52.187377,0.147348",18.5,1541
"52.19519,0.131527","52.229653,0.127701",57,4615
"52.19519,0.131527","52.205707,0.134211",18,1447
"52.19519,0.131527","52.197912,0.123667",10.4,856
"52.19519,0.131527","52.204654,0.13277",17.9,1456
"52.19519,0.131527","52.213738,0.124159",30.6,2501
"52.19519,0.131527","52.199286,0.139698",12.2,1007
"52.19519,0.131527","52.210305,0.144955",33.2,2708
"52.175104,0.112942","52.209395,0.118653",50.5,4164
"52.175104,0.112942","52.207357,0.129475",50.2,4156
"52.175104,0.112942","52.188419,0.152841",48.2,3979
"52.175104,0.112942","52.201476,0.116505",41.5,3441
"52.175104,0.112942","52.222428,0.135906",76,6205
"52.175104,0.112942","52.209025,0.118255",50,4116
"52.175104,0.112942","52.214511,0.124679",60.6,4976
"52.175104,0.112942","52.210943,0.112564",55.5,4561
